FlightDate,date_id,period,side,metric,metric_label,unit,scale,ewr_minus_control_gap,reference_gap,dynamic_contrast,dynamic_contrast_scaled
2025-05-25,2025-05-25,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-15.714285714285722,28.191690962099113,-43.90597667638484,-43.90597667638484
2025-05-26,2025-05-26,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-40.448979591836746,28.191690962099113,-68.64067055393586,-68.64067055393586
2025-05-27,2025-05-27,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-23.265306122448976,28.191690962099113,-51.45699708454809,-51.45699708454809
2025-05-28,2025-05-28,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-25.428571428571445,28.191690962099113,-53.62026239067056,-53.62026239067056
2025-05-29,2025-05-29,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-38.10204081632651,28.191690962099113,-66.29373177842562,-66.29373177842562
2025-05-30,2025-05-30,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-40.51020408163265,28.191690962099113,-68.70189504373177,-68.70189504373177
2025-05-31,2025-05-31,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-20.224489795918373,28.191690962099113,-48.41618075801749,-48.41618075801749
2025-06-01,2025-06-01,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-40.34693877551018,28.191690962099113,-68.5386297376093,-68.5386297376093
2025-06-02,2025-06-02,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-41.938775510204096,28.191690962099113,-70.13046647230321,-70.13046647230321
2025-06-03,2025-06-03,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-25.714285714285722,28.191690962099113,-53.90597667638484,-53.90597667638484
2025-06-04,2025-06-04,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-26.061224489795904,28.191690962099113,-54.25291545189502,-54.25291545189502
2025-06-05,2025-06-05,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-44.53061224489795,28.191690962099113,-72.72230320699707,-72.72230320699707
2025-06-06,2025-06-06,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-50.85714285714283,28.191690962099113,-79.04883381924195,-79.04883381924195
2025-06-07,2025-06-07,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-29.612244897959158,28.191690962099113,-57.803935860058274,-57.803935860058274
2025-06-08,2025-06-08,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-50.755102040816325,28.191690962099113,-78.94679300291544,-78.94679300291544
2025-06-09,2025-06-09,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-52.85714285714283,28.191690962099113,-81.04883381924195,-81.04883381924195
2025-06-10,2025-06-10,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-35.79591836734693,28.191690962099113,-63.987609329446045,-63.987609329446045
2025-06-11,2025-06-11,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-38.18367346938777,28.191690962099113,-66.37536443148689,-66.37536443148689
2025-06-12,2025-06-12,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-51.428571428571445,28.191690962099113,-79.62026239067056,-79.62026239067056
2025-06-13,2025-06-13,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-55.16326530612247,28.191690962099113,-83.35495626822158,-83.35495626822158
2025-06-14,2025-06-14,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-29.632653061224516,28.191690962099113,-57.82434402332363,-57.82434402332363
2025-06-15,2025-06-15,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-51.48979591836735,28.191690962099113,-79.68148688046647,-79.68148688046647
2025-03-18,2025-03-18,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.004216940117867273,-0.00161213710241432,-0.0026048030154529533,-0.26048030154529533
2025-03-19,2025-03-19,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.013553107216006775,-0.00161213710241432,-0.011940970113592455,-1.1940970113592455
2025-03-20,2025-03-20,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0021309217736845878,-0.00161213710241432,-0.0005187846712702679,-0.05187846712702679
2025-03-21,2025-03-21,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0016795917731534122,-0.00161213710241432,-6.74546707390923e-05,-0.00674546707390923
2025-03-22,2025-03-22,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0019369667001963612,-0.00161213710241432,-0.0003248295977820413,-0.03248295977820413
2025-03-23,2025-03-23,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0019338461447635492,-0.00161213710241432,-0.00032170904234922926,-0.03217090423492293
2025-03-24,2025-03-24,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.002845836946542642,-0.00161213710241432,-0.0012336998441283221,-0.12336998441283221
2025-03-25,2025-03-25,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0020167564009774654,-0.00161213710241432,-0.0004046192985631455,-0.04046192985631455
2025-03-26,2025-03-26,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.001096988929644506,-0.00161213710241432,0.0005151481727698139,0.05151481727698139
2025-03-27,2025-03-27,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0019309025387418447,-0.00161213710241432,-0.0003187654363275248,-0.03187654363275248
2025-03-28,2025-03-28,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0014155143655606465,-0.00161213710241432,0.00019662273685367338,0.019662273685367337
2025-03-29,2025-03-29,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0028273301919665515,-0.00161213710241432,-0.0012151930895522316,-0.12151930895522316
2025-03-30,2025-03-30,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.015699514036865772,-0.00161213710241432,-0.014087376934451452,-1.4087376934451452
2025-03-31,2025-03-31,reference,dep,cancel_rate,Cancellation rate,pp,100.0,0.05950465937172875,-0.00161213710241432,0.06111679647414307,6.111679647414308
2025-04-01,2025-04-01,reference,dep,cancel_rate,Cancellation rate,pp,100.0,0.007066548202518513,-0.00161213710241432,0.008678685304932833,0.8678685304932833
2025-04-02,2025-04-02,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.010646677032846302,-0.00161213710241432,-0.009034539930431983,-0.9034539930431983
2025-04-03,2025-04-03,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.020678495318511608,-0.00161213710241432,-0.019066358216097288,-1.9066358216097288
2025-04-04,2025-04-04,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0036999712349986436,-0.00161213710241432,-0.002087834132584324,-0.2087834132584324
2025-04-05,2025-04-05,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.009963377896765305,-0.00161213710241432,-0.008351240794350985,-0.8351240794350986
2025-04-06,2025-04-06,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.004343113602964797,-0.00161213710241432,-0.0027309765005504773,-0.2730976500550477
2025-04-07,2025-04-07,reference,dep,cancel_rate,Cancellation rate,pp,100.0,0.009307289471217384,-0.00161213710241432,0.010919426573631704,1.0919426573631703
2025-04-08,2025-04-08,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.002841769550151535,-0.00161213710241432,-0.0012296324477372152,-0.12296324477372152
2025-04-09,2025-04-09,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0017084035390809715,-0.00161213710241432,-9.626643666665164e-05,-0.009626643666665165
2025-04-10,2025-04-10,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0026362570137033223,-0.00161213710241432,-0.0010241199112890024,-0.10241199112890023
2025-04-11,2025-04-11,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.005556487547336796,-0.00161213710241432,-0.003944350444922477,-0.39443504449224764
2025-04-12,2025-04-12,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0019701816024750977,-0.00161213710241432,-0.0003580445000607778,-0.03580445000607778
2025-04-13,2025-04-13,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.001389871050098749,-0.00161213710241432,0.00022226605231557097,0.022226605231557096
2025-04-14,2025-04-14,reference,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0022995133881610857,-0.00161213710241432,-0.0006873762857467658,-0.06873762857467658
2025-04-15,2025-04-15,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.001019605150658006,-0.00161213710241432,0.0005925319517563138,0.05925319517563138
2025-04-16,2025-04-16,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0014300174672434488,-0.00161213710241432,0.0001821196351708711,0.01821196351708711
2025-04-17,2025-04-17,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.0024704352732779957,-0.00161213710241432,0.004082572375692315,0.40825723756923155
2025-04-18,2025-04-18,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.009558153572958486,-0.00161213710241432,0.011170290675372806,1.1170290675372805
2025-04-19,2025-04-19,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0002584377836197492,-0.00161213710241432,0.0013536993187945707,0.13536993187945706
2025-04-20,2025-04-20,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.06603486847984802,-0.00161213710241432,0.06764700558226235,6.7647005582262345
2025-04-21,2025-04-21,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.03536888933396253,-0.00161213710241432,0.03698102643637685,3.698102643637685
2025-04-22,2025-04-22,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.000691669020771453,-0.00161213710241432,0.0009204680816428669,0.09204680816428669
2025-04-23,2025-04-23,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0010840126873696858,-0.00161213710241432,0.0005281244150446341,0.05281244150446341
2025-04-24,2025-04-24,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.006887771041785841,-0.00161213710241432,-0.005275633939371522,-0.5275633939371521
2025-04-25,2025-04-25,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.0012508031162139243,-0.00161213710241432,0.0028629402186282444,0.28629402186282443
2025-04-26,2025-04-26,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.03958068228634205,-0.00161213710241432,0.04119281938875637,4.119281938875638
2025-04-27,2025-04-27,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.02345150955395106,-0.00161213710241432,0.02506364665636538,2.506364665636538
2025-04-28,2025-04-28,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.15549584674993133,-0.00161213710241432,0.15710798385234565,15.710798385234565
2025-04-29,2025-04-29,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.022319465687955085,-0.00161213710241432,0.023931602790369405,2.3931602790369406
2025-04-30,2025-04-30,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.0030081432866409796,-0.00161213710241432,0.004620280389055299,0.4620280389055299
2025-05-01,2025-05-01,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.22203343634369985,-0.00161213710241432,0.22364557344611416,22.364557344611416
2025-05-02,2025-05-02,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.002289525838897504,-0.00161213710241432,0.003901662941311824,0.39016629413118237
2025-05-03,2025-05-03,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.09956975149976219,-0.00161213710241432,0.10118188860217651,10.118188860217652
2025-05-04,2025-05-04,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.14423950378554323,-0.00161213710241432,0.14585164088795755,14.585164088795754
2025-05-05,2025-05-05,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.1582773797929343,-0.00161213710241432,0.1598895168953486,15.988951689534861
2025-05-06,2025-05-06,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.12344758827486646,-0.00161213710241432,0.12505972537728077,12.505972537728077
2025-05-07,2025-05-07,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.08623196385617522,-0.00161213710241432,0.08784410095858955,8.784410095858956
2025-05-08,2025-05-08,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.03619955363616375,-0.00161213710241432,0.03781169073857807,3.7811690738578068
2025-05-09,2025-05-09,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.14043239821854772,-0.00161213710241432,0.14204453532096203,14.204453532096203
2025-05-10,2025-05-10,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.006464486650221645,-0.00161213710241432,0.008076623752635965,0.8076623752635965
2025-05-11,2025-05-11,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.002181677251850718,-0.00161213710241432,0.003793814354265038,0.37938143542650377
2025-05-12,2025-05-12,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.005452374820675952,-0.00161213710241432,0.007064511923090272,0.7064511923090272
2025-05-13,2025-05-13,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0014185560951743754,-0.00161213710241432,0.0001935810072399445,0.01935810072399445
2025-05-14,2025-05-14,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.035841667461284386,-0.00161213710241432,0.037453804563698706,3.7453804563698707
2025-05-15,2025-05-15,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.07320204601042662,-0.00161213710241432,0.07481418311284095,7.481418311284095
2025-05-16,2025-05-16,stress,dep,cancel_rate,Cancellation rate,pp,100.0,0.07381017272784349,-0.00161213710241432,0.07542230983025781,7.542230983025782
2025-05-17,2025-05-17,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.012043490101913811,-0.00161213710241432,-0.010431352999499491,-1.0431352999499492
2025-05-18,2025-05-18,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0027983219734194534,-0.00161213710241432,-0.0011861848710051335,-0.11861848710051336
2025-05-19,2025-05-19,stress,dep,cancel_rate,Cancellation rate,pp,100.0,-0.002783379202792255,-0.00161213710241432,-0.0011712421003779352,-0.11712421003779352
2025-05-20,2025-05-20,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.0024836821247541697,-0.00161213710241432,0.004095819227168489,0.40958192271684896
2025-05-21,2025-05-21,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.0023716401523162208,-0.00161213710241432,0.0039837772547305405,0.39837772547305406
2025-05-22,2025-05-22,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.012589099128159562,-0.00161213710241432,0.014201236230573882,1.4201236230573882
2025-05-23,2025-05-23,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0023121537626238815,-0.00161213710241432,-0.0007000166602095616,-0.07000166602095616
2025-05-24,2025-05-24,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0019266463524045467,-0.00161213710241432,-0.0003145092499902268,-0.03145092499902268
2025-05-25,2025-05-25,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0015133730397903448,-0.00161213710241432,9.876406262397512e-05,0.00987640626239751
2025-05-26,2025-05-26,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.011563403461019325,-0.00161213710241432,-0.009951266358605005,-0.9951266358605005
2025-05-27,2025-05-27,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0027598661986376963,-0.00161213710241432,-0.0011477290962233764,-0.11477290962233763
2025-05-28,2025-05-28,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0010031792264069389,-0.00161213710241432,0.000608957876007381,0.060895787600738105
2025-05-29,2025-05-29,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0014207398916730304,-0.00161213710241432,0.0001913972107412895,0.019139721074128948
2025-05-30,2025-05-30,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.00363676272143737,-0.00161213710241432,-0.00202462561902305,-0.20246256190230502
2025-05-31,2025-05-31,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.0014428479631634246,-0.00161213710241432,0.0030549850655777443,0.30549850655777444
2025-06-01,2025-06-01,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.003331465095225861,-0.00161213710241432,-0.0017193279928115412,-0.17193279928115413
2025-06-02,2025-06-02,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0010545397683252014,-0.00161213710241432,0.0005575973340891185,0.055759733408911855
2025-06-03,2025-06-03,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0025506849759563775,-0.00161213710241432,-0.0009385478735420576,-0.09385478735420576
2025-06-04,2025-06-04,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.0026235929540380366,-0.00161213710241432,0.004235730056452357,0.4235730056452357
2025-06-05,2025-06-05,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.003901861131941116,-0.00161213710241432,-0.002289724029526796,-0.2289724029526796
2025-06-06,2025-06-06,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.01203445594431586,-0.00161213710241432,-0.01042231884190154,-1.042231884190154
2025-06-07,2025-06-07,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.004107733243620775,-0.00161213710241432,-0.0024955961412064555,-0.24955961412064553
2025-06-08,2025-06-08,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.012948617005425694,-0.00161213710241432,-0.011336479903011374,-1.1336479903011374
2025-06-09,2025-06-09,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0029673152603519218,-0.00161213710241432,-0.0013551781579376019,-0.13551781579376018
2025-06-10,2025-06-10,interim,dep,cancel_rate,Cancellation rate,pp,100.0,0.0074140147447757905,-0.00161213710241432,0.009026151847190111,0.9026151847190111
2025-06-11,2025-06-11,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.012154345734660729,-0.00161213710241432,-0.010542208632246409,-1.0542208632246408
2025-06-12,2025-06-12,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.00738189837092135,-0.00161213710241432,-0.00576976126850703,-0.576976126850703
2025-06-13,2025-06-13,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0008887750200246673,-0.00161213710241432,0.0007233620823896526,0.07233620823896526
2025-06-14,2025-06-14,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.0001535306881412478,-0.00161213710241432,0.001458606414273072,0.1458606414273072
2025-06-15,2025-06-15,interim,dep,cancel_rate,Cancellation rate,pp,100.0,-0.021378660319018482,-0.00161213710241432,-0.019766523216604163,-1.9766523216604164
2025-03-18,2025-03-18,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.01326617677505873,-0.011927496596008003,0.025193673371066733,2.519367337106673
2025-03-19,2025-03-19,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.03180242175605137,-0.011927496596008003,-0.01987492516004337,-1.9874925160043369
2025-03-20,2025-03-20,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.07591421842984569,-0.011927496596008003,0.0878417150258537,8.78417150258537
2025-03-21,2025-03-21,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.062290620279135456,-0.011927496596008003,0.07421811687514346,7.421811687514346
2025-03-22,2025-03-22,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.0032427222423929425,-0.011927496596008003,0.015170218838400945,1.5170218838400946
2025-03-23,2025-03-23,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.031827363778859113,-0.011927496596008003,-0.01989986718285111,-1.989986718285111
2025-03-24,2025-03-24,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.005191765795743264,-0.011927496596008003,0.017119262391751267,1.7119262391751267
2025-03-25,2025-03-25,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.023791154311178647,-0.011927496596008003,-0.011863657715170645,-1.1863657715170643
2025-03-26,2025-03-26,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.003629484540905087,-0.011927496596008003,0.008298012055102916,0.8298012055102916
2025-03-27,2025-03-27,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.017740493439849847,-0.011927496596008003,0.02966799003585785,2.966799003585785
2025-03-28,2025-03-28,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.015769685359982993,-0.011927496596008003,0.027697181955990996,2.7697181955990997
2025-03-29,2025-03-29,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.03670999625512017,-0.011927496596008003,0.04863749285112817,4.863749285112817
2025-03-30,2025-03-30,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.037286314896840866,-0.011927496596008003,0.04921381149284887,4.921381149284887
2025-03-31,2025-03-31,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.040524038739210455,-0.011927496596008003,-0.028596542143202452,-2.859654214320245
2025-04-01,2025-04-01,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.05634762833866805,-0.011927496596008003,-0.044420131742660046,-4.4420131742660045
2025-04-02,2025-04-02,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.10153740022249544,-0.011927496596008003,-0.08960990362648744,-8.960990362648744
2025-04-03,2025-04-03,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.04290089790264617,-0.011927496596008003,-0.03097340130663817,-3.097340130663817
2025-04-04,2025-04-04,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.12507627456701634,-0.011927496596008003,-0.11314877797100834,-11.314877797100834
2025-04-05,2025-04-05,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.006382553815050596,-0.011927496596008003,0.018310050411058598,1.8310050411058598
2025-04-06,2025-04-06,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.10365753016965645,-0.011927496596008003,-0.09173003357364845,-9.173003357364845
2025-04-07,2025-04-07,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.018425020964936145,-0.011927496596008003,0.030352517560944148,3.0352517560944148
2025-04-08,2025-04-08,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.011314128167348891,-0.011927496596008003,0.023241624763356894,2.3241624763356894
2025-04-09,2025-04-09,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.0031780535855217285,-0.011927496596008003,0.008749443010486274,0.8749443010486274
2025-04-10,2025-04-10,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.026512000475547637,-0.011927496596008003,-0.014584503879539634,-1.4584503879539634
2025-04-11,2025-04-11,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.06855600718188817,-0.011927496596008003,-0.05662851058588017,-5.662851058588017
2025-04-12,2025-04-12,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.037724694565288125,-0.011927496596008003,0.04965219116129613,4.965219116129613
2025-04-13,2025-04-13,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.013720239472924528,-0.011927496596008003,-0.0017927428769165255,-0.17927428769165255
2025-04-14,2025-04-14,reference,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.0021678006322486676,-0.011927496596008003,0.009759695963759335,0.9759695963759335
2025-04-15,2025-04-15,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.09859203343364878,-0.011927496596008003,0.11051953002965678,11.051953002965679
2025-04-16,2025-04-16,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.028339515176153185,-0.011927496596008003,-0.016412018580145182,-1.6412018580145182
2025-04-17,2025-04-17,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.2152644867826886,-0.011927496596008003,0.22719198337869662,22.719198337869663
2025-04-18,2025-04-18,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.10524764749967094,-0.011927496596008003,0.11717514409567895,11.717514409567894
2025-04-19,2025-04-19,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.01939829762992845,-0.011927496596008003,-0.007470801033920449,-0.7470801033920449
2025-04-20,2025-04-20,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.24785127292069462,-0.011927496596008003,0.25977876951670265,25.977876951670265
2025-04-21,2025-04-21,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.15732339746196186,-0.011927496596008003,0.16925089405796986,16.925089405796985
2025-04-22,2025-04-22,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.04698269275347819,-0.011927496596008003,0.05891018934948619,5.891018934948619
2025-04-23,2025-04-23,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.012396155961028305,-0.011927496596008003,0.024323652557036307,2.4323652557036306
2025-04-24,2025-04-24,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.03803325029972782,-0.011927496596008003,-0.026105753703719814,-2.6105753703719814
2025-04-25,2025-04-25,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.030072569395749343,-0.011927496596008003,0.042000065991757346,4.200006599175735
2025-04-26,2025-04-26,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.33806977366929863,-0.011927496596008003,0.34999727026530664,34.999727026530664
2025-04-27,2025-04-27,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.1012327558738089,-0.011927496596008003,0.1131602524698169,11.31602524698169
2025-04-28,2025-04-28,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.2489157986535985,-0.011927496596008003,0.2608432952496065,26.084329524960648
2025-04-29,2025-04-29,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.10598573671390596,-0.011927496596008003,0.11791323330991396,11.791323330991396
2025-04-30,2025-04-30,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.16914427891434075,-0.011927496596008003,0.18107177551034875,18.107177551034876
2025-05-01,2025-05-01,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.4402370817467933,-0.011927496596008003,0.4521645783428013,45.216457834280135
2025-05-02,2025-05-02,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.27303104682947,-0.011927496596008003,0.284958543425478,28.4958543425478
2025-05-03,2025-05-03,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.11884016419817656,-0.011927496596008003,0.13076766079418456,13.076766079418455
2025-05-04,2025-05-04,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.20815671691352922,-0.011927496596008003,0.22008421350953722,22.00842135095372
2025-05-05,2025-05-05,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.11295291508354521,-0.011927496596008003,0.12488041167955322,12.488041167955322
2025-05-06,2025-05-06,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.1665896263793803,-0.011927496596008003,0.1785171229753883,17.85171229753883
2025-05-07,2025-05-07,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,-0.0328020777092467,-0.011927496596008003,-0.0208745811132387,-2.08745811132387
2025-05-08,2025-05-08,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.10994644471291695,-0.011927496596008003,0.12187394130892495,12.187394130892496
2025-05-09,2025-05-09,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.3139966545381706,-0.011927496596008003,0.3259241511341786,32.59241511341786
2025-05-10,2025-05-10,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.005883020314848719,-0.011927496596008003,0.017810516910856722,1.7810516910856722
2025-05-11,2025-05-11,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.060900073265846344,-0.011927496596008003,0.07282756986185435,7.282756986185435
2025-05-12,2025-05-12,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.03425339798621402,-0.011927496596008003,0.04618089458222202,4.618089458222202
2025-05-13,2025-05-13,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.019220234454224813,-0.011927496596008003,0.031147731050232816,3.1147731050232816
2025-05-14,2025-05-14,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.24691207096008816,-0.011927496596008003,0.25883956755609616,25.883956755609617
2025-05-15,2025-05-15,stress,dep,delay15_rate,Delay-15-plus rate,pp,100.0,0.23231924221670158,-0.011927496596008003,0.24424673881270959,24.42467388127096
