treated_airport,side,metric,pre_rmse,post_mean_gap,post_abs_mean_gap,post_days,observed_stress_mean,observed_interim_mean,synthetic_stress_mean,synthetic_interim_mean,observed_change,synthetic_change,recovery_gap,ewr_post_mean_gap,ewr_recovery_gap,ewr_pre_rmse,rank_most_negative,rank_recovery_most_negative,airports,permutation_p_lower_or_equal,permutation_p_recovery_lower_or_equal
JFK,arr,delay15_rate,0.07238448004314575,-0.01705362337226859,0.06452176169866203,27,0.2467535043647378,0.22859553843877217,0.2563674761406086,0.24564916181104085,-0.018157965925965636,-0.010718314329567769,-0.007439651596397867,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
PHL,arr,delay15_rate,0.05053196271017671,0.023023319356501672,0.046733104777484546,27,0.25793339480358285,0.2619172940374735,0.24337068392377392,0.23889397468097184,0.003983899233890642,-0.004476709242802079,0.008460608476692721,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
BWI,arr,delay15_rate,0.04588259111634465,-0.0007536311265361041,0.03382919136196322,27,0.19726660238172114,0.21903804586446327,0.19744195640635112,0.21979167699099933,0.021771443482742125,0.02234972058464821,-0.0005782771019060828,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
SAN,arr,delay15_rate,0.08266555896452171,0.018218962928520002,0.03347755955546993,27,0.21211664878503048,0.2423171154568445,0.19809185509284788,0.22409815252832452,0.03020046667181403,0.02600629743547664,0.004194169236337392,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
AUS,arr,delay15_rate,0.05454796586773045,0.011632360573482443,0.04518087325264857,27,0.2313246269821695,0.2853147119566559,0.2238320589238246,0.2736823513831735,0.05399008497448643,0.04985029245934888,0.004139792515137547,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
FLL,arr,delay15_rate,0.0495589936056349,0.006057417005663278,0.03333694964277444,27,0.20756412474443256,0.23816207752261878,0.2093273897777344,0.2321046605169555,0.03059795277818622,0.02277727073922109,0.007820682038965132,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
TPA,arr,delay15_rate,0.044877980775099365,-0.004124881547695957,0.03749333000241163,27,0.21786724010977165,0.24921772304839607,0.21418761650601373,0.25334260459609204,0.03135048293862441,0.03915498809007831,-0.007804505151453894,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
DAL,arr,delay15_rate,0.058397417440687556,-0.009303674191750093,0.05511761700109803,27,0.23267610404293318,0.26731680346836856,0.22831853664593532,0.27662047766011866,0.03464069942543538,0.048301941014183336,-0.013661241588747958,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
MDW,arr,delay15_rate,0.04582440795856286,-0.011772536112740442,0.034567868386945616,27,0.16898601443206818,0.204583887515647,0.18468066252408744,0.21635642362838745,0.03559787308357881,0.03167576110430001,0.003922111979278803,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
STL,arr,delay15_rate,0.04225412189786145,-0.01979310673064326,0.025468199469003854,27,0.1937724151697314,0.22380105789751475,0.20024244398336039,0.24359416462815803,0.030028642727783356,0.04335172064479764,-0.013323077917014287,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
IAD,arr,delay15_rate,0.05637860026511211,-0.041579112567762526,0.04625902243960272,27,0.19429358415916373,0.18315359261327144,0.2007777201772562,0.22473270518103397,-0.011139991545892292,0.023954985003777768,-0.03509497654967006,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
SMF,arr,delay15_rate,0.03282102319779913,0.004983985711749419,0.02629184574747076,27,0.17920599885708688,0.21682051009128042,0.17901553420842098,0.21183652437953102,0.03761451123419354,0.03282099017111004,0.004793521063083506,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
PDX,arr,delay15_rate,0.038205421008311966,-0.004552194103081982,0.03032035252814115,27,0.16844289233486234,0.20908959650135517,0.17526949881811607,0.21364179060443714,0.040646704166492825,0.03837229178632107,0.0022744123801717586,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
HNL,arr,delay15_rate,0.09244812113390609,-0.043704136575683845,0.06254793322925652,27,0.1105951320862305,0.15940107507385126,0.1673820988513019,0.2031052116495351,0.04880594298762077,0.0357231127982332,0.013082830189387565,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
HOU,arr,delay15_rate,0.045988374232944405,-0.006156411524681925,0.03612653091457779,27,0.20242177348665283,0.26327410740716684,0.1997133292891971,0.2694305189318487,0.06085233392051401,0.06971718964265161,-0.008864855722137605,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
RDU,arr,delay15_rate,0.04073646424937118,-0.00294200878886279,0.02550691060088203,27,0.22446350636565698,0.2347290591407551,0.22260941424335018,0.23767106792961787,0.010265552775098108,0.01506165368626769,-0.004796100911169582,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
MSY,arr,delay15_rate,0.05602211859769337,0.007537058564932907,0.051731953688262854,27,0.21825422939824476,0.27768496584417024,0.21171878933961819,0.27014790727923726,0.059430736445925475,0.05842911793961908,0.0010016185063063954,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
MCI,arr,delay15_rate,0.04442529543605248,0.03017452670022326,0.04522192604598658,27,0.2130807006273021,0.2735711534248102,0.2139630037140876,0.24339662672458687,0.06049045279750809,0.02943362301049926,0.031056829787008827,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
IND,arr,delay15_rate,0.0447533071680117,0.00411728279921496,0.0360584997484601,27,0.20752144400345815,0.24231635994704204,0.21507683555242046,0.2381990771478271,0.03479491594358389,0.02312224159540663,0.011672674348177259,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
SJC,arr,delay15_rate,0.0393959651973557,-0.017839305914671564,0.030607687626952235,27,0.175302014177393,0.2003641490520954,0.1754818092492773,0.21820345496676705,0.025062134874702408,0.04272164571748974,-0.01765951084278733,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
CMH,arr,delay15_rate,0.03931029608090161,0.023951066386276757,0.03117778938786924,27,0.232442166177552,0.26524108645205796,0.23151930587907113,0.24129002006578124,0.032798920274505955,0.009770714186710105,0.02302820608779585,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
SNA,arr,delay15_rate,0.04312521940037208,0.008361241893084062,0.024520652371973,27,0.1604605760641147,0.20878708684185535,0.16992564783538086,0.20042584494877133,0.04832651077774064,0.03050019711339047,0.01782631366435017,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
PIT,arr,delay15_rate,0.03905189178868707,0.00044130380708696094,0.03825661694142736,27,0.21660419411031465,0.24313685099227758,0.2211764567013531,0.24269554718519062,0.026532656881962935,0.021519090483837516,0.005013566398125419,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
