FlightDate,treated_airport,side,metric,observed,synthetic,gap,post
2025-05-12,EWR,arr,scheduled_ops,293.0,317.0748012663062,-24.074801266306224,False
2025-05-13,EWR,arr,scheduled_ops,283.0,298.3931541798914,-15.393154179891383,False
2025-05-14,EWR,arr,scheduled_ops,281.0,299.4488530249162,-18.448853024916218,False
2025-05-15,EWR,arr,scheduled_ops,294.0,317.8217495101765,-23.821749510176517,False
2025-05-16,EWR,arr,scheduled_ops,294.0,318.2493981929243,-24.249398192924275,False
2025-05-17,EWR,arr,scheduled_ops,270.0,265.54538001910447,4.454619980895529,False
2025-05-18,EWR,arr,scheduled_ops,290.0,313.30043984724267,-23.30043984724267,False
2025-05-19,EWR,arr,scheduled_ops,289.0,315.46034863242187,-26.46034863242187,False
2025-05-20,EWR,arr,scheduled_ops,276.0,297.47512532939226,-21.475125329392256,True
2025-05-21,EWR,arr,scheduled_ops,278.0,298.97771252166217,-20.97771252166217,True
2025-05-22,EWR,arr,scheduled_ops,283.0,317.3733649914092,-34.373364991409176,True
2025-05-23,EWR,arr,scheduled_ops,287.0,315.64048202749643,-28.640482027496432,True
2025-05-24,EWR,arr,scheduled_ops,263.0,269.05712566746826,-6.057125667468256,True
2025-05-25,EWR,arr,scheduled_ops,279.0,302.57675363728464,-23.57675363728464,True
2025-05-26,EWR,arr,scheduled_ops,286.0,316.56720158252466,-30.56720158252466,True
2025-05-27,EWR,arr,scheduled_ops,276.0,301.2434390538752,-25.243439053875193,True
2025-05-28,EWR,arr,scheduled_ops,275.0,300.2399227338858,-25.239922733885805,True
2025-05-29,EWR,arr,scheduled_ops,287.0,318.61281921914616,-31.61281921914616,True
2025-05-30,EWR,arr,scheduled_ops,287.0,315.25845098137023,-28.25845098137023,True
2025-05-31,EWR,arr,scheduled_ops,257.0,268.8040739113387,-11.804073911338719,True
2025-06-01,EWR,arr,scheduled_ops,284.0,314.07578621170444,-30.07578621170444,True
2025-06-02,EWR,arr,scheduled_ops,284.0,316.6163355391356,-32.616335539135605,True
2025-06-03,EWR,arr,scheduled_ops,270.0,295.34299180332306,-25.34299180332306,True
2025-06-04,EWR,arr,scheduled_ops,271.0,297.30617053887886,-26.30617053887886,True
2025-06-05,EWR,arr,scheduled_ops,286.0,311.3457967062997,-25.345796706299723,True
2025-06-06,EWR,arr,scheduled_ops,282.0,310.2531709291825,-28.253170929182488,True
2025-06-07,EWR,arr,scheduled_ops,252.0,276.2399200000104,-24.239920000010386,True
2025-06-08,EWR,arr,scheduled_ops,280.0,308.59584933627315,-28.595849336273147,True
2025-06-09,EWR,arr,scheduled_ops,283.0,310.1869231241895,-27.18692312418949,True
2025-06-10,EWR,arr,scheduled_ops,267.0,291.1509077999987,-24.15090779999872,True
2025-06-11,EWR,arr,scheduled_ops,269.0,290.3320696150307,-21.33206961503072,True
2025-06-12,EWR,arr,scheduled_ops,282.0,308.45894698414025,-26.458946984140255,True
2025-06-13,EWR,arr,scheduled_ops,279.0,307.35623999861974,-28.356239998619742,True
2025-06-14,EWR,arr,scheduled_ops,257.0,278.8402016862889,-21.84020168628888,True
2025-06-15,EWR,arr,scheduled_ops,279.0,304.3318753918511,-25.3318753918511,True
2025-06-16,EWR,arr,scheduled_ops,330.0,306.1624034075043,23.837596592495686,False
2025-06-17,EWR,arr,scheduled_ops,319.0,294.2487079616556,24.75129203834439,False
2025-06-18,EWR,arr,scheduled_ops,322.0,292.6899541727961,29.310045827203908,False
2025-06-19,EWR,arr,scheduled_ops,333.0,310.86244917852713,22.13755082147287,False
2025-06-20,EWR,arr,scheduled_ops,334.0,308.46458912024485,25.535410879755148,False
2025-06-21,EWR,arr,scheduled_ops,302.0,280.51738580517696,21.482614194823043,False
2025-06-22,EWR,arr,scheduled_ops,327.0,305.50295599847976,21.497044001520237,False
2025-06-23,EWR,arr,scheduled_ops,334.0,306.84310384638167,27.156896153618334,False
2025-06-24,EWR,arr,scheduled_ops,323.0,294.43690241666644,28.56309758333356,False
2025-06-25,EWR,arr,scheduled_ops,328.0,293.00573741392935,34.99426258607065,False
2025-06-26,EWR,arr,scheduled_ops,342.0,312.1277079591752,29.87229204082479,False
2025-06-27,EWR,arr,scheduled_ops,344.0,308.9706926325041,35.0293073674959,False
2025-06-28,EWR,arr,scheduled_ops,315.0,280.5958406346884,34.404159365311614,False
2025-06-29,EWR,arr,scheduled_ops,339.0,304.3475987363589,34.65240126364108,False
2025-06-30,EWR,arr,scheduled_ops,340.0,303.6456452676287,36.35435473237129,False
2025-07-01,EWR,arr,scheduled_ops,336.0,293.39341059616004,42.60658940383996,False
2025-07-02,EWR,arr,scheduled_ops,333.0,292.515357246178,40.484642753822015,False
2025-07-03,EWR,arr,scheduled_ops,347.0,309.0299077975183,37.97009220248168,False
2025-07-04,EWR,arr,scheduled_ops,299.0,258.3328576277652,40.66714237223482,False
2025-07-05,EWR,arr,scheduled_ops,303.0,278.7809865212747,24.219013478725287,False
2025-07-06,EWR,arr,scheduled_ops,344.0,307.12092495235356,36.87907504764644,False
2025-07-07,EWR,arr,scheduled_ops,347.0,309.8224736780102,37.177526321989774,False
2025-07-08,EWR,arr,scheduled_ops,338.0,295.99213988553663,42.00786011446337,False
2025-07-09,EWR,arr,scheduled_ops,335.0,294.68643785280676,40.31356214719324,False
2025-07-10,EWR,arr,scheduled_ops,349.0,312.9865216446601,36.013478355339885,False
2025-07-11,EWR,arr,scheduled_ops,349.0,311.0163102691256,37.9836897308744,False
2025-07-12,EWR,arr,scheduled_ops,315.0,283.4511380001839,31.548861999816097,False
2025-07-13,EWR,arr,scheduled_ops,346.0,306.9463280257354,39.0536719742646,False
2025-07-14,EWR,arr,scheduled_ops,348.0,310.0755254341398,37.92447456586018,False
2025-07-15,EWR,arr,scheduled_ops,339.0,295.995656205526,43.00434379447398,False
2025-07-16,EWR,arr,scheduled_ops,336.0,295.3671382916841,40.632861708315886,False
2025-07-17,EWR,arr,scheduled_ops,349.0,312.9865216446601,36.013478355339885,False
2025-07-18,EWR,arr,scheduled_ops,349.0,311.0163102691256,37.9836897308744,False
2025-07-19,EWR,arr,scheduled_ops,315.0,283.3848901951909,31.615109804809094,False
2025-07-20,EWR,arr,scheduled_ops,346.0,307.6305447846022,38.36945521539781,False
2025-07-21,EWR,arr,scheduled_ops,349.0,310.0755254341398,38.92447456586018,False
2025-07-22,EWR,arr,scheduled_ops,339.0,295.995656205526,43.00434379447398,False
2025-07-23,EWR,arr,scheduled_ops,336.0,295.3671382916841,40.632861708315886,False
2025-07-24,EWR,arr,scheduled_ops,349.0,312.9865216446601,36.013478355339885,False
2025-07-25,EWR,arr,scheduled_ops,348.0,309.65490939137084,38.345090608629164,False
2025-07-26,EWR,arr,scheduled_ops,314.0,283.1318384390613,30.868161560938688,False
2025-07-27,EWR,arr,scheduled_ops,346.0,307.6270284646128,38.372971535387194,False
2025-07-28,EWR,arr,scheduled_ops,348.0,310.0755254341398,37.92447456586018,False
2025-07-29,EWR,arr,scheduled_ops,339.0,295.995656205526,43.00434379447398,False
2025-07-30,EWR,arr,scheduled_ops,336.0,295.3671382916841,40.632861708315886,False
2025-07-31,EWR,arr,scheduled_ops,348.0,313.23957340078977,34.760426599210234,False
2025-08-01,EWR,arr,scheduled_ops,346.0,310.5259301013743,35.474069898625714,False
2025-08-02,EWR,arr,scheduled_ops,307.0,283.6379419513205,23.3620580486795,False
2025-08-03,EWR,arr,scheduled_ops,342.0,307.0247828552469,34.97521714475312,False
2025-08-04,EWR,arr,scheduled_ops,346.0,310.09124877864775,35.90875122135225,False
2025-08-05,EWR,arr,scheduled_ops,337.0,295.2503660262058,41.749633973794175,False
2025-08-06,EWR,arr,scheduled_ops,331.0,283.29152069530073,47.70847930469927,False
2025-08-07,EWR,arr,scheduled_ops,346.0,305.86400157542926,40.135998424570744,False
2025-08-08,EWR,arr,scheduled_ops,344.0,302.64425476375453,41.35574523624547,False
2025-08-09,EWR,arr,scheduled_ops,307.0,265.13653392762853,41.863466072371466,False
2025-08-10,EWR,arr,scheduled_ops,342.0,297.89357208148704,44.10642791851296,False
2025-08-11,EWR,arr,scheduled_ops,344.0,299.10825695938166,44.89174304061834,False
2025-08-12,EWR,arr,scheduled_ops,333.0,282.66698685301304,50.33301314698696,False
2025-08-13,EWR,arr,scheduled_ops,331.0,284.33713833192223,46.66286166807777,False
2025-08-14,EWR,arr,scheduled_ops,347.0,305.548218334296,41.451781665704004,False
2025-08-15,EWR,arr,scheduled_ops,344.0,300.904339159863,43.095660840136986,False
2025-08-16,EWR,arr,scheduled_ops,310.0,266.0724119387507,43.92758806124931,False
2025-08-17,EWR,arr,scheduled_ops,341.0,298.1957577942276,42.804242205772425,False
2025-08-18,EWR,arr,scheduled_ops,343.0,298.42755652050425,44.572443479495746,False
2025-08-19,EWR,arr,scheduled_ops,336.0,278.49895481480877,57.50104518519123,False
2025-08-20,EWR,arr,scheduled_ops,335.0,279.15504101376035,55.84495898623965,False
2025-08-21,EWR,arr,scheduled_ops,346.0,302.14462161666853,43.85537838333147,False
2025-08-22,EWR,arr,scheduled_ops,346.0,299.8094930433898,46.19050695661019,False
2025-08-23,EWR,arr,scheduled_ops,319.0,266.48626290221694,52.513737097783064,False
2025-08-24,EWR,arr,scheduled_ops,346.0,295.6908445949536,50.3091554050464,False
2025-08-25,EWR,arr,scheduled_ops,346.0,298.3748117206632,47.62518827933678,False
2025-08-26,EWR,arr,scheduled_ops,335.0,277.11340744869307,57.88659255130693,False
2025-08-27,EWR,arr,scheduled_ops,335.0,279.09230952875674,55.90769047124326,False
2025-08-28,EWR,arr,scheduled_ops,346.0,301.099003980047,44.90099601995303,False
2025-08-29,EWR,arr,scheduled_ops,348.0,299.1950404095055,48.80495959049449,False
2025-08-30,EWR,arr,scheduled_ops,315.0,262.63448185671086,52.36551814328914,False
2025-08-31,EWR,arr,scheduled_ops,316.0,280.6964193612707,35.30358063872927,False
2025-09-01,EWR,arr,scheduled_ops,345.0,299.6507251289277,45.34927487107228,False
2025-09-02,EWR,arr,scheduled_ops,336.0,277.8077054159631,58.192294584036915,False
2025-09-03,EWR,arr,scheduled_ops,327.0,254.54065900788862,72.45934099211138,False
2025-09-04,EWR,arr,scheduled_ops,342.0,282.5932386564764,59.40676134352361,False
2025-09-05,EWR,arr,scheduled_ops,345.0,287.68095760973006,57.31904239026994,False
2025-09-06,EWR,arr,scheduled_ops,273.0,231.6755452607905,41.3244547392095,False
2025-09-07,EWR,arr,scheduled_ops,341.0,279.76260497317514,61.237395026824856,False
2025-09-08,EWR,arr,scheduled_ops,346.0,286.73314013476556,59.26685986523444,False
2025-09-09,EWR,arr,scheduled_ops,327.0,259.39456586950996,67.60543413049004,False
2025-09-10,EWR,arr,scheduled_ops,324.0,262.35635410119147,61.64364589880853,False
2025-09-11,EWR,arr,scheduled_ops,346.0,286.08527688877814,59.91472311122186,False
2025-09-12,EWR,arr,scheduled_ops,347.0,289.43308023814023,57.566919761859765,False
2025-09-13,EWR,arr,scheduled_ops,274.0,230.4695016451566,43.53049835484339,False
2025-09-14,EWR,arr,scheduled_ops,345.0,281.00862408932596,63.99137591067404,False
2025-09-15,EWR,arr,scheduled_ops,346.0,288.74183083929466,57.258169160705336,False
2025-09-16,EWR,arr,scheduled_ops,329.0,260.6598246501581,68.3401753498419,False
2025-09-17,EWR,arr,scheduled_ops,327.0,262.9409124429622,64.0590875570378,False
2025-09-18,EWR,arr,scheduled_ops,347.0,286.08527688877814,60.91472311122186,False
2025-09-19,EWR,arr,scheduled_ops,347.0,288.7523797992628,58.247620200737174,False
2025-09-20,EWR,arr,scheduled_ops,275.0,230.72255340128626,44.27744659871374,False
2025-09-21,EWR,arr,scheduled_ops,343.0,281.01214040931535,61.98785959068465,False
2025-09-22,EWR,arr,scheduled_ops,346.0,288.74183083929466,57.258169160705336,False
2025-09-23,EWR,arr,scheduled_ops,330.0,260.6598246501581,69.3401753498419,False
2025-09-24,EWR,arr,scheduled_ops,328.0,263.68434436684316,64.31565563315684,False
2025-09-25,EWR,arr,scheduled_ops,349.0,286.7708841515191,62.22911584848089,False
2025-09-26,EWR,arr,scheduled_ops,348.0,290.11868750088115,57.88131249911885,False
2025-09-27,EWR,arr,scheduled_ops,274.0,231.95423967680338,42.04576032319662,False
2025-09-28,EWR,arr,scheduled_ops,351.0,280.6977476720563,70.30225232794368,False
2025-09-29,EWR,arr,scheduled_ops,350.0,289.4274381020356,60.57256189796442,False
2025-09-30,EWR,arr,scheduled_ops,333.0,261.5984836690287,71.40151633097128,False
2025-10-01,EWR,arr,scheduled_ops,334.0,263.94230294683643,70.05769705316357,False
2025-10-02,EWR,arr,scheduled_ops,353.0,286.58851927268114,66.41148072731886,False
2025-10-03,EWR,arr,scheduled_ops,349.0,289.93632262204324,59.063677377956765,False
2025-10-04,EWR,arr,scheduled_ops,293.0,232.39687639181804,60.60312360818196,False
2025-10-05,EWR,arr,scheduled_ops,352.0,282.131961243218,69.86803875678203,False
2025-10-06,EWR,arr,scheduled_ops,352.0,306.5989976046366,45.40100239536338,False
2025-10-07,EWR,arr,scheduled_ops,341.0,280.2726303638995,60.72736963610049,False
2025-10-08,EWR,arr,scheduled_ops,331.0,279.5186494800505,51.4813505199495,False
2025-10-09,EWR,arr,scheduled_ops,352.0,306.4279169980079,45.5720830019921,False
2025-10-10,EWR,arr,scheduled_ops,352.0,309.15775139349626,42.842248606503745,False
2025-10-11,EWR,arr,scheduled_ops,295.0,258.08619690721173,36.91380309278827,False
2025-10-12,EWR,arr,scheduled_ops,350.0,303.0427811580774,46.95721884192261,False
2025-10-13,EWR,arr,scheduled_ops,351.0,309.1436861135386,41.85631388646141,False
2025-10-14,EWR,arr,scheduled_ops,341.0,281.0160622877805,59.98393771221947,False
2025-10-15,EWR,arr,scheduled_ops,340.0,280.2620814039314,59.737918596068596,False
2025-10-16,EWR,arr,scheduled_ops,352.0,306.18189788185714,45.81810211814286,False
2025-10-17,EWR,arr,scheduled_ops,352.0,308.2204828784998,43.77951712150019,False
2025-10-18,EWR,arr,scheduled_ops,295.0,255.85025899946424,39.149741000535755,False
2025-10-19,EWR,arr,scheduled_ops,351.0,302.1090289630704,48.89097103692961,False
2025-10-20,EWR,arr,scheduled_ops,352.0,306.84853304077683,45.15146695922317,False
2025-10-21,EWR,arr,scheduled_ops,341.0,280.9533308027769,60.04666919722308,False
2025-10-22,EWR,arr,scheduled_ops,338.0,280.1993499189278,57.800650081072206,False
2025-10-23,EWR,arr,scheduled_ops,352.0,304.81698068411293,47.183019315887066,False
2025-10-24,EWR,arr,scheduled_ops,351.0,306.0529185918605,44.947081408139525,False
2025-10-25,EWR,arr,scheduled_ops,292.0,258.14892839221534,33.85107160778466,False
2025-10-26,EWR,arr,scheduled_ops,358.0,304.9182409403794,53.081759059620595,False
2025-10-27,EWR,arr,scheduled_ops,360.0,313.3840630935847,46.6159369064153,False
2025-10-28,EWR,arr,scheduled_ops,348.0,281.4760804118532,66.52391958814678,False
2025-10-29,EWR,arr,scheduled_ops,346.0,284.12560172239097,61.87439827760903,False
2025-10-30,EWR,arr,scheduled_ops,357.0,308.9405853986809,48.05941460131908,False
2025-10-31,EWR,arr,scheduled_ops,351.0,295.5689976448744,55.4310023551256,False
2025-11-01,EWR,arr,scheduled_ops,277.0,253.94416961280746,23.055830387192543,False
2025-11-02,EWR,arr,scheduled_ops,358.0,320.7389485251938,37.26105147480621,False
2025-11-03,EWR,arr,scheduled_ops,362.0,323.4248795739905,38.575120426009505,False
2025-11-04,EWR,arr,scheduled_ops,356.0,305.7533136959791,50.2466863040209,False
2025-11-05,EWR,arr,scheduled_ops,355.0,307.53533061650285,47.46466938349715,False
2025-11-06,EWR,arr,scheduled_ops,365.0,325.8468861206338,39.153113879366174,False
2025-11-07,EWR,arr,scheduled_ops,365.0,325.0320320072201,39.967967992779904,False
2025-11-08,EWR,arr,scheduled_ops,287.0,291.1597799524949,-4.159779952494887,False
2025-11-09,EWR,arr,scheduled_ops,360.0,326.0107721942557,33.98922780574429,False
2025-11-10,EWR,arr,scheduled_ops,363.0,329.9042430302088,33.09575696979118,False
